[2026-03-20 02:46:49] ID: 134184412050000000 | Title: בדקות הקרובות צפויות להתקבל התרעות באזורך | Zone:  | Areas: אשדות יעקב, אלמגור, בית העלמין החדש נהריה, בית הלל, בן עמי, גשר הזיו, הילה, חוסן, כפר גלעדי, כפר ורדים, כפר יובל, לב החולה, מטולה, מנרה, מעונה, מעיין ברוך, מעיליא, מעלות תרשיחא, מרגליות, משגב עם, נהריה, סער, עברון, קריית שמונה, תל חי, אביבים, אבירים, אבן מנחם, אדמית, אזור תעשייה רמת דלתון, איזור תעשייה מילואות צפון, אילון, אלקוש, בית ספר שדה מירון, בצת, ברעם, ג'ש - גוש חלב, גונן, גורן, גורנות הגליל, געתון, דוב''ב, דישון, דלתון, דפנה, הגושרים, זרעית, חוף בצת, חורפיש, חניתה, יחיעם, יערה, יפתח, יראון, כברי, כפר בלום, כפר סאלד, כרם בן זמרה, להבות הבשן, לימן, מלכיה, מנות, מצובה, מרכז אזורי מבואות חרמון, מתת, נאות מרדכי, נווה זיו, נטועה, סאסא, ע'ג'ר, עבדון, עין יעקב, עלמה, עמיר, ערב אל עראמשה, פסוטה, פקיעין החדשה, פקיעין, צבעון, צוריאל, קיבוץ דן, ראש הנקרה, ריחאנייה, רמות נפתלי, שאר ישוב, שדה נחמיה, שומרה, שלומי, שמיר, שניר, שתולה, חוף אכזיב | Estimated time: 02:46:49
[2026-03-20 02:46:50] ID: 134184412050000000 | Title: בדקות הקרובות צפויות להתקבל התרעות באזורך | Zone:  | Areas: אשדות יעקב, אלמגור, בית העלמין החדש נהריה, בית הלל, בן עמי, גשר הזיו, הילה, חוסן, כפר גלעדי, כפר ורדים, כפר יובל, לב החולה, מטולה, מנרה, מעונה, מעיין ברוך, מעיליא, מעלות תרשיחא, מרגליות, משגב עם, נהריה, סער, עברון, קריית שמונה, תל חי, אביבים, אבירים, אבן מנחם, אדמית, אזור תעשייה רמת דלתון, איזור תעשייה מילואות צפון, אילון, אלקוש, בית ספר שדה מירון, בצת, ברעם, ג'ש - גוש חלב, גונן, גורן, גורנות הגליל, געתון, דוב''ב, דישון, דלתון, דפנה, הגושרים, זרעית, חוף בצת, חורפיש, חניתה, יחיעם, יערה, יפתח, יראון, כברי, כפר בלום, כפר סאלד, כרם בן זמרה, להבות הבשן, לימן, מלכיה, מנות, מצובה, מרכז אזורי מבואות חרמון, מתת, נאות מרדכי, נווה זיו, נטועה, סאסא, ע'ג'ר, עבדון, עין יעקב, עלמה, עמיר, ערב אל עראמשה, פסוטה, פקיעין החדשה, פקיעין, צבעון, צוריאל, קיבוץ דן, ראש הנקרה, ריחאנייה, רמות נפתלי, שאר ישוב, שדה נחמיה, שומרה, שלומי, שמיר, שניר, שתולה, חוף אכזיב | Estimated time: 02:46:50
[2026-03-20 02:46:52] ID: 134184412060000000 | Title: בדקות הקרובות צפויות להתקבל התרעות באזורך | Zone:  | Areas: קלע אלון, רמת טראמפ, חמת גדר, אבני איתן, אודם, אורטל, אל רום, אלוני הבשן, אלי עד, אניעם, אפיק, בוקעתא, בני יהודה וגבעת יואב, גשור, האון, חד נס, חספין, יונתן, כנף, כפר חרוב, מבוא חמה, מג'דל שמס, מיצר, מסדה, מסעדה, מעגן, מעלה גמלא, מרום גולן, נאות גולן, נוב, נווה אטי''ב, נטור, נמרוד, עין גב, עין זיוון, עין קנייא, קדמת צבי, קצרין - אזור תעשייה, קצרין, קשת, רמות, רמת מגשימים, שעל, שער הגולן, תל קציר, אזור תעשייה בני יהודה, אשדות יעקב, אלמגור, בית העלמין החדש נהריה, בית הלל, בן עמי, גשר הזיו, הילה, חוסן, כפר גלעדי, כפר ורדים, כפר יובל, לב החולה, מטולה, מנרה, מעונה, מעיין ברוך, מעיליא, מעלות תרשיחא, מרגליות, משגב עם, נהריה, סער, עברון, קריית שמונה, תל חי, אביבים, אבירים, אבן מנחם, אדמית, אזור תעשייה רמת דלתון, איזור תעשייה מילואות צפון, אילון, אלקוש, בית ספר שדה מירון, בצת, ברעם, ג'ש - גוש חלב, גונן, גורן, גורנות הגליל, געתון, דוב''ב, דישון, דלתון, דפנה, הגושרים, זרעית, חוף בצת, חורפיש, חניתה, יחיעם, יערה, יפתח, יראון, כברי, כפר בלום, כפר סאלד, כרם בן זמרה, להבות הבשן, לימן, מלכיה, מנות, מצובה, מרכז אזורי מבואות חרמון, מתת, נאות מרדכי, נווה זיו, נטועה, סאסא, ע'ג'ר, עבדון, עין יעקב, עלמה, עמיר, ערב אל עראמשה, פסוטה, פקיעין החדשה, פקיעין, צבעון, צוריאל, קיבוץ דן, ראש הנקרה, ריחאנייה, רמות נפתלי, שאר ישוב, שדה נחמיה, שומרה, שלומי, שמיר, שניר, שתולה, חוף אכזיב | Estimated time: 02:46:52
[2026-03-20 02:46:55] ID: 134184412060000000 | Title: בדקות הקרובות צפויות להתקבל התרעות באזורך | Zone:  | Areas: קלע אלון, רמת טראמפ, חמת גדר, אבני איתן, אודם, אורטל, אל רום, אלוני הבשן, אלי עד, אניעם, אפיק, בוקעתא, בני יהודה וגבעת יואב, גשור, האון, חד נס, חספין, יונתן, כנף, כפר חרוב, מבוא חמה, מג'דל שמס, מיצר, מסדה, מסעדה, מעגן, מעלה גמלא, מרום גולן, נאות גולן, נוב, נווה אטי''ב, נטור, נמרוד, עין גב, עין זיוון, עין קנייא, קדמת צבי, קצרין - אזור תעשייה, קצרין, קשת, רמות, רמת מגשימים, שעל, שער הגולן, תל קציר, אזור תעשייה בני יהודה, אשדות יעקב, אלמגור, בית העלמין החדש נהריה, בית הלל, בן עמי, גשר הזיו, הילה, חוסן, כפר גלעדי, כפר ורדים, כפר יובל, לב החולה, מטולה, מנרה, מעונה, מעיין ברוך, מעיליא, מעלות תרשיחא, מרגליות, משגב עם, נהריה, סער, עברון, קריית שמונה, תל חי, אביבים, אבירים, אבן מנחם, אדמית, אזור תעשייה רמת דלתון, איזור תעשייה מילואות צפון, אילון, אלקוש, בית ספר שדה מירון, בצת, ברעם, ג'ש - גוש חלב, גונן, גורן, גורנות הגליל, געתון, דוב''ב, דישון, דלתון, דפנה, הגושרים, זרעית, חוף בצת, חורפיש, חניתה, יחיעם, יערה, יפתח, יראון, כברי, כפר בלום, כפר סאלד, כרם בן זמרה, להבות הבשן, לימן, מלכיה, מנות, מצובה, מרכז אזורי מבואות חרמון, מתת, נאות מרדכי, נווה זיו, נטועה, סאסא, ע'ג'ר, עבדון, עין יעקב, עלמה, עמיר, ערב אל עראמשה, פסוטה, פקיעין החדשה, פקיעין, צבעון, צוריאל, קיבוץ דן, ראש הנקרה, ריחאנייה, רמות נפתלי, שאר ישוב, שדה נחמיה, שומרה, שלומי, שמיר, שניר, שתולה, חוף אכזיב | Estimated time: 02:46:55
[2026-03-20 02:48:40] ID: 134184413140000000 | Title: ירי רקטות וטילים | Zone:  | Areas: אושה, חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - מפרץ, חיפה - נווה שאנן ורמות כרמל, כפר ביאליק, כפר המכבי, קריית אתא, רמת יוחנן, נשר, אורנים, איבטין, אלון הגליל, אלוני אבא, אלונים, בית אורן, בית לחם הגלילית, בסמת טבעון, גבעת וולפסון, דלית אל כרמל, החותרים, הרדוף, טירת כרמל, יגור, כעביה טבאש, כפר גלים, כפר חסידים, כפר תקווה, נופית, עדי, עספיא, קריית טבעון - בית זייד, ראס עלי, רכסים, שער העמקים, אזור תעשייה ניר עציון, בית סוהר קישון, בית צבי, גבע כרמל, מגדים, נווה ים, ניר עציון, ימין אורד, עין הוד, עין חוד, עין כרמל, עתלית, בית עלמין תל רגב, כפר ח'וואלד, סואעד חמירה | Estimated time: 02:48:40
[2026-03-20 02:48:43] ID: 134184413140000000 | Title: ירי רקטות וטילים | Zone:  | Areas: אושה, חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - מפרץ, חיפה - נווה שאנן ורמות כרמל, כפר ביאליק, כפר המכבי, קריית אתא, רמת יוחנן, נשר, אורנים, איבטין, אלון הגליל, אלוני אבא, אלונים, בית אורן, בית לחם הגלילית, בסמת טבעון, גבעת וולפסון, דלית אל כרמל, החותרים, הרדוף, טירת כרמל, יגור, כעביה טבאש, כפר גלים, כפר חסידים, כפר תקווה, נופית, עדי, עספיא, קריית טבעון - בית זייד, ראס עלי, רכסים, שער העמקים, אזור תעשייה ניר עציון, בית סוהר קישון, בית צבי, גבע כרמל, מגדים, נווה ים, ניר עציון, ימין אורד, עין הוד, עין חוד, עין כרמל, עתלית, בית עלמין תל רגב, כפר ח'וואלד, סואעד חמירה | Estimated time: 02:48:43
[2026-03-20 02:48:46] ID: 134184413210000000 | Title: ירי רקטות וטילים | Zone:  | Areas: הסוללים, חג'אג'רה, רמת ישי, שדה יעקב, הבונים, מרכז מיר''ב, צרופה, תחנת רכבת כפר יהושוע, אושה, חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - מפרץ, חיפה - נווה שאנן ורמות כרמל, כפר ביאליק, כפר המכבי, קריית אתא, רמת יוחנן, נשר, אורנים, איבטין, אלון הגליל, אלוני אבא, אלונים, בית אורן, בית לחם הגלילית, בסמת טבעון, גבעת וולפסון, דלית אל כרמל, החותרים, הרדוף, טירת כרמל, יגור, כעביה טבאש, כפר גלים, כפר חסידים, כפר תקווה, נופית, עדי, עספיא, קריית טבעון - בית זייד, ראס עלי, רכסים, שער העמקים, אזור תעשייה ניר עציון, בית סוהר קישון, בית צבי, גבע כרמל, מגדים, נווה ים, ניר עציון, ימין אורד, עין הוד, עין חוד, עין כרמל, עתלית, בית עלמין תל רגב, כפר ח'וואלד, סואעד חמירה | Estimated time: 02:48:46
[2026-03-20 02:48:47] ID: 134184413210000000 | Title: ירי רקטות וטילים | Zone:  | Areas: הסוללים, חג'אג'רה, רמת ישי, שדה יעקב, הבונים, מרכז מיר''ב, צרופה, תחנת רכבת כפר יהושוע, אושה, חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - מפרץ, חיפה - נווה שאנן ורמות כרמל, כפר ביאליק, כפר המכבי, קריית אתא, רמת יוחנן, נשר, אורנים, איבטין, אלון הגליל, אלוני אבא, אלונים, בית אורן, בית לחם הגלילית, בסמת טבעון, גבעת וולפסון, דלית אל כרמל, החותרים, הרדוף, טירת כרמל, יגור, כעביה טבאש, כפר גלים, כפר חסידים, כפר תקווה, נופית, עדי, עספיא, קריית טבעון - בית זייד, ראס עלי, רכסים, שער העמקים, אזור תעשייה ניר עציון, בית סוהר קישון, בית צבי, גבע כרמל, מגדים, נווה ים, ניר עציון, ימין אורד, עין הוד, עין חוד, עין כרמל, עתלית, בית עלמין תל רגב, כפר ח'וואלד, סואעד חמירה | Estimated time: 02:48:47
[2026-03-20 02:48:56] ID: 134184413330000000 | Title: ירי רקטות וטילים | Zone:  | Areas: אודם, אל רום, בוקעתא, הסוללים, חג'אג'רה, רמת ישי, שדה יעקב, הבונים, מרכז מיר''ב, צרופה, תחנת רכבת כפר יהושוע, אושה, חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - מפרץ, חיפה - נווה שאנן ורמות כרמל, כפר ביאליק, כפר המכבי, קריית אתא, רמת יוחנן, נשר, אורנים, איבטין, אלון הגליל, אלוני אבא, אלונים, בית אורן, בית לחם הגלילית, בסמת טבעון, גבעת וולפסון, דלית אל כרמל, החותרים, הרדוף, טירת כרמל, יגור, כעביה טבאש, כפר גלים, כפר חסידים, כפר תקווה, נופית, עדי, עספיא, קריית טבעון - בית זייד, ראס עלי, רכסים, שער העמקים, אזור תעשייה ניר עציון, בית סוהר קישון, בית צבי, גבע כרמל, מגדים, נווה ים, ניר עציון, ימין אורד, עין הוד, עין חוד, עין כרמל, עתלית, בית עלמין תל רגב, כפר ח'וואלד, סואעד חמירה | Estimated time: 02:48:56
[2026-03-20 02:48:57] ID: 134184413330000000 | Title: ירי רקטות וטילים | Zone:  | Areas: אודם, אל רום, בוקעתא, הסוללים, חג'אג'רה, רמת ישי, שדה יעקב, הבונים, מרכז מיר''ב, צרופה, תחנת רכבת כפר יהושוע, אושה, חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - מפרץ, חיפה - נווה שאנן ורמות כרמל, כפר ביאליק, כפר המכבי, קריית אתא, רמת יוחנן, נשר, אורנים, איבטין, אלון הגליל, אלוני אבא, אלונים, בית אורן, בית לחם הגלילית, בסמת טבעון, גבעת וולפסון, דלית אל כרמל, החותרים, הרדוף, טירת כרמל, יגור, כעביה טבאש, כפר גלים, כפר חסידים, כפר תקווה, נופית, עדי, עספיא, קריית טבעון - בית זייד, ראס עלי, רכסים, שער העמקים, אזור תעשייה ניר עציון, בית סוהר קישון, בית צבי, גבע כרמל, מגדים, נווה ים, ניר עציון, ימין אורד, עין הוד, עין חוד, עין כרמל, עתלית, בית עלמין תל רגב, כפר ח'וואלד, סואעד חמירה | Estimated time: 02:48:57
[2026-03-20 02:49:03] ID: 134184413380000000 | Title: ירי רקטות וטילים | Zone:  | Areas: רמת טראמפ, קלע אלון, בית הלל, לב החולה, מנרה, מעיין ברוך, מרגליות, קריית שמונה, תל חי, אורטל, גונן, להבות הבשן, מרום גולן, עין זיוון, שעל, אביבים, דישון, דפנה, הגושרים, יפתח, יראון, כפר בלום, כפר סאלד, מג'דל שמס, מלכיה, מסעדה, מרכז אזורי מבואות חרמון, נאות מרדכי, נמרוד, עין קנייא, עמיר, קיבוץ דן, רמות נפתלי, שאר ישוב, שדה נחמיה, שמיר, שניר, אודם, אל רום, בוקעתא, הסוללים, חג'אג'רה, רמת ישי, שדה יעקב, הבונים, מרכז מיר''ב, צרופה, תחנת רכבת כפר יהושוע, אושה, חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - מפרץ, חיפה - נווה שאנן ורמות כרמל, כפר ביאליק, כפר המכבי, קריית אתא, רמת יוחנן, נשר, אורנים, איבטין, אלון הגליל, אלוני אבא, אלונים, בית אורן, בית לחם הגלילית, בסמת טבעון, גבעת וולפסון, דלית אל כרמל, החותרים, הרדוף, טירת כרמל, יגור, כעביה טבאש, כפר גלים, כפר חסידים, כפר תקווה, נופית, עדי, עספיא, קריית טבעון - בית זייד, ראס עלי, רכסים, שער העמקים, אזור תעשייה ניר עציון, בית סוהר קישון, בית צבי, גבע כרמל, מגדים, נווה ים, ניר עציון, ימין אורד, עין הוד, עין חוד, עין כרמל, עתלית, בית עלמין תל רגב, כפר ח'וואלד, סואעד חמירה | Estimated time: 02:49:03
